route_long_name,route_type,route_text_color,route_color,agency_id,route_id,route_url,route_desc,route_short_name,bus_subtype,static_stop_count,has_shape,total_records,unique_vehicles,days_active,activity_rank,is_critical
Brighouse Station/Two Road,3,,,TL,6723,https://translink.ca/schedules-and-maps/route/402/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=402,,402,Regular Bus,71,True,0,0,0,111,False
Pacific,3,,,TL,30055,https://translink.ca/schedules-and-maps/route/23/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=23,,023,Regular Bus,35,True,0,0,0,112,False
South Delta Exchange/Ladner Exchange,3,,,TL,11696,https://translink.ca/schedules-and-maps/route/609/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=609,,609,Regular Bus,79,True,0,0,0,113,False
Railway Ave,3,,,TL,34542,https://translink.ca/schedules-and-maps/route/406/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=406,,406,Regular Bus,76,True,0,0,0,114,False
Lions Bay/Caulfeild,3,,,TL,6779,https://translink.ca/schedules-and-maps/route/262/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=262,,262,Regular Bus,21,True,0,0,0,115,False
Eagle Cliff/Snug Cove,3,,,TL,6778,https://translink.ca/schedules-and-maps/route/281/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=281,,281,Regular Bus,11,True,0,0,0,116,False
Cloverdale/Willowbrook,3,,,TL,8286,https://translink.ca/schedules-and-maps/route/370/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=370,,370,Regular Bus,58,True,0,0,0,117,False
Samuel Robertson School Special,3,,,TL,8289,https://translink.ca/schedules-and-maps/route/865/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=865,,865,Regular Bus,20,True,0,0,0,118,False
Lonsdale Ave,3,,,TL,6678,https://translink.ca/schedules-and-maps/route/230/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=230,,230,Regular Bus,47,True,0,0,0,119,False
Grouse Mountain/Phibbs Exchange,3,,,TL,6679,https://translink.ca/schedules-and-maps/route/232/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=232,,232,Regular Bus,93,True,0,0,0,120,False
Mountain Hwy,3,,,TL,16717,https://translink.ca/schedules-and-maps/route/209/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=209,,209,Regular Bus,92,True,0,0,0,121,False
New West Station/Lougheed Station,3,,,TL,16719,https://translink.ca/schedules-and-maps/route/109/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=109,,109,Regular Bus,34,True,0,0,0,122,False
Seymour/Phibbs Exchange/Burrard Station,3,,,TL,6673,https://translink.ca/schedules-and-maps/route/211/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=211,,211,Regular Bus,87,True,0,0,0,123,False
Grand Blvd,3,,,TL,6676,https://translink.ca/schedules-and-maps/route/228/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=228,,228,Regular Bus,63,True,0,0,0,124,False
Lonsdale Ave,3,,,TL,6677,https://translink.ca/schedules-and-maps/route/229/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=229,,229,Regular Bus,45,True,0,0,0,125,False
Downtown/Lynn Valley,3,,,TL,6837,https://translink.ca/schedules-and-maps/route/N24/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=N24,,N24,NightBus,102,True,0,0,0,126,False
Langley Centre/Brookswood,3,,,TL,34045,https://translink.ca/schedules-and-maps/route/561/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=561,,561,Express,63,True,0,0,0,127,False
64 Avenue,3,,,TL,11692,https://translink.ca/schedules-and-maps/route/364/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=364,,364,Regular Bus,96,True,0,0,0,128,False
Lougheed Hwy,3,FFFFFF,008522,TL,37809,https://translink.ca/schedules-and-maps/route/R3/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=R3,,R3,RapidBus,16,True,0,0,0,129,False
King George Blvd,3,FFFFFF,008522,TL,37808,https://translink.ca/schedules-and-maps/route/R1/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=R1,,R1,RapidBus,25,True,0,0,0,130,False
Boundary,3,,,TL,6630,https://translink.ca/schedules-and-maps/route/28/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=28,,028,Regular Bus,66,True,0,0,0,131,False
Guildford/Newton Exchange,3,,,TL,8290,https://translink.ca/schedules-and-maps/route/341/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=341,,341,Regular Bus,78,True,0,0,0,132,False
Queens/Park Royal,3,,,TL,6688,https://translink.ca/schedules-and-maps/route/251/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=251,,251,Regular Bus,83,True,0,0,0,133,False
Phibbs Exchange/Capilano University,3,,,TL,39307,https://translink.ca/schedules-and-maps/route/245/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=245,,245,Regular Bus,16,True,0,0,0,134,False
Metrotown Station/River District,3,,,TL,39304,https://translink.ca/schedules-and-maps/route/31/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=31,,031,Regular Bus,28,True,0,0,0,135,False
Haney Place/Meadowtown,3,,,TL,6799,https://translink.ca/schedules-and-maps/route/743/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=743,,743,Regular Bus,74,True,0,0,0,136,False
East Fraser Heights/Guildford,3,,,TL,48855,https://translink.ca/schedules-and-maps/route/338/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=338,,338,Regular Bus,31,True,0,0,0,137,False
Carson Graham School Special,3,,,TL,6762,https://translink.ca/schedules-and-maps/route/881/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=881,,881,Regular Bus,25,True,0,0,0,138,False
Macdonald,3,,,TL,6836,https://translink.ca/schedules-and-maps/route/N22/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=N22,,N22,NightBus,62,True,0,0,0,139,False
Hastings @ Gilmore/Kootenay Loop,3,,,TL,6776,https://translink.ca/schedules-and-maps/route/131/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=131,,131,Regular Bus,33,True,0,0,0,140,False
88 Avenue,3,,,TL,11693,https://translink.ca/schedules-and-maps/route/388/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=388,,388,Regular Bus,93,True,0,0,0,141,False
White Rock Centre/Crescent Beach,3,,,TL,40855,https://translink.ca/schedules-and-maps/route/350/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=350,,350,Regular Bus,62,True,0,0,0,142,False
West Broadway,3,,,TL,6833,https://translink.ca/schedules-and-maps/route/N17/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=N17,,N17,NightBus,66,True,0,0,0,143,False
Bluewater/Snug Cove,3,,,TL,6777,https://translink.ca/schedules-and-maps/route/280/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=280,,280,Regular Bus,17,True,0,0,0,144,False
Lynn Valley/Downtown,3,,,TL,6682,https://translink.ca/schedules-and-maps/route/240/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=240,,240,Regular Bus,77,True,0,0,0,145,False
Grouse Mountain/Lonsdale Quay,3,,,TL,6680,https://translink.ca/schedules-and-maps/route/236/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=236,,236,Regular Bus,56,True,0,0,0,146,False
Marine Drive,3,FFFFFF,008522,TL,38311,https://translink.ca/schedules-and-maps/route/R2/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=R2,,R2,RapidBus,21,True,0,0,0,147,False
Mt Gardner/Snug Cove,3,,,TL,34544,https://translink.ca/schedules-and-maps/route/282/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=282,,282,Regular Bus,8,True,0,0,0,148,False
Inglewood/Park Royal,3,,,TL,6689,https://translink.ca/schedules-and-maps/route/252/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=252,,252,Regular Bus,51,True,0,0,0,149,False
Elliott/29th Avenue Station,3,,,TL,6631,https://translink.ca/schedules-and-maps/route/29/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=29,,029,Regular Bus,38,True,0,0,0,150,False
Grouse Mountain/Downtown,3,,,TL,6686,https://translink.ca/schedules-and-maps/route/247/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=247,,247,Regular Bus,61,True,0,0,0,151,False
Highland/Downtown,3,,,TL,6685,https://translink.ca/schedules-and-maps/route/246/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=246,,246,Regular Bus,67,True,0,0,0,152,False
Thornhill/Haney Place,3,,,TL,6804,https://translink.ca/schedules-and-maps/route/748/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=748,,748,Regular Bus,70,True,0,0,0,153,False
Lynn Valley/Phibbs Exchange,3,,,TL,22639,https://translink.ca/schedules-and-maps/route/227/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=227,,227,Regular Bus,46,True,0,0,0,154,False
Main,3,,,TL,6613,https://translink.ca/schedules-and-maps/route/3/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=3,,003,Regular Bus,73,True,0,0,0,155,False
Haney Place/Meadowtown,3,,,TL,6800,https://translink.ca/schedules-and-maps/route/744/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=744,,744,Regular Bus,69,True,0,0,0,156,False
Macdonald,3,,,TL,6612,https://translink.ca/schedules-and-maps/route/2/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=2,,002,Regular Bus,64,True,0,0,0,157,False
Granville-YVR,3,,,TL,6830,https://translink.ca/schedules-and-maps/route/N10/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=N10,,N10,NightBus,96,True,0,0,0,158,False
Royal Oak Station/Edmonds Station,3,,,TL,6806,https://translink.ca/schedules-and-maps/route/148/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=148,,148,Regular Bus,40,True,0,0,0,159,False
Upper Lonsdale/Downtown,3,,,TL,6683,https://translink.ca/schedules-and-maps/route/241/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=241,,241,Regular Bus,74,True,0,0,0,160,False
Robson,3,,,TL,6615,https://translink.ca/schedules-and-maps/route/5/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=5,,005,Regular Bus,29,True,0,0,0,161,False
Davie,3,,,TL,6616,https://translink.ca/schedules-and-maps/route/6/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=6,,006,Regular Bus,30,True,0,0,0,162,False
Fraser,3,,,TL,6618,https://translink.ca/schedules-and-maps/route/8/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=8,,008,Regular Bus,85,True,0,0,0,163,False
Ocean Park/Peace Arch Hospital,3,,,TL,31816,https://translink.ca/schedules-and-maps/route/360/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=360,,360,Regular Bus,69,True,0,0,0,164,False
Ocean Park/White Rock Centre,3,,,TL,31817,https://translink.ca/schedules-and-maps/route/361/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=361,,361,Regular Bus,85,True,0,0,0,165,False
Coquitlam Central Station/Rocklin,3,,,TL,30040,https://translink.ca/schedules-and-maps/route/174/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=174,,174,Regular Bus,69,True,0,0,0,166,False
Whitby Estate/Park Royal/Spuraway,3,,,TL,10232,https://translink.ca/schedules-and-maps/route/256/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=256,,256,Regular Bus,34,True,0,0,0,167,False
Elgin Park School Special,3,,,TL,6754,https://translink.ca/schedules-and-maps/route/855/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=855,,855,Regular Bus,96,True,0,0,0,168,False
Southpoint/Peace Arch Hospital,3,,,TL,31819,https://translink.ca/schedules-and-maps/route/363/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=363,,363,Regular Bus,67,True,0,0,0,169,False
Scottsdale/Bridgeport Station,3,,,TL,6699,https://translink.ca/schedules-and-maps/route/311/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=311,,311,Regular Bus,29,True,0,0,0,170,False
Windsor School Special,3,,,TL,6761,https://translink.ca/schedules-and-maps/route/880/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=880,,880,Regular Bus,9,True,0,0,0,171,False
Victoria,3,,,TL,6835,https://translink.ca/schedules-and-maps/route/N20/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=N20,,N20,NightBus,118,True,0,0,0,172,False
Kingsway,3,,,TL,6834,https://translink.ca/schedules-and-maps/route/N19/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=N19,,N19,NightBus,168,True,0,0,0,173,False
Mountain Hwy Express,3,,,TL,6672,https://translink.ca/schedules-and-maps/route/210/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=210,,210,Express,76,True,0,0,0,174,False
Port Mann Express,3,,,TL,20667,https://translink.ca/schedules-and-maps/route/555/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=555,,555,Express,6,True,0,0,0,175,False
Cambie,3,,,TL,6831,https://translink.ca/schedules-and-maps/route/N15/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=N15,,N15,NightBus,53,True,0,0,0,176,False
Horseshoe Bay/Vancouver Express,3,,,TL,6693,https://translink.ca/schedules-and-maps/route/257/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=257,,257,Express,15,True,0,0,0,177,False
29th Avenue Station/FIFA Fan Festival,3,FFFFFF,5948AD,TL,53125,https://translink.ca/schedules-and-maps/route/11/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=11,,011,Regular Bus,5,True,0,0,0,178,False
Downtown South Circulator,3,,,TL,53124,https://translink.ca/schedules-and-maps/route/1/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=1,,001,Regular Bus,16,True,0,0,0,179,False
Campbell Valley/Langley Centre,3,,,TL,53127,https://translink.ca/schedules-and-maps/route/566/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=566,,566,Express,46,True,0,0,0,180,False
Haney Place/Golden Ears,3,,,TL,53126,https://translink.ca/schedules-and-maps/route/736/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=736,,736,Regular Bus,24,True,0,0,0,181,False
Newton Exchange/Brighouse Station Express,3,,,TL,6698,https://translink.ca/schedules-and-maps/route/301/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=301,,301,Express,34,True,0,0,0,182,False
Guildford/Surrey Central Station,3,,,TL,6819,https://translink.ca/schedules-and-maps/route/373/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=373,,373,Regular Bus,87,True,0,0,0,183,False
Dundarave/Capilano University,3,,,TL,6692,https://translink.ca/schedules-and-maps/route/255/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=255,,255,Regular Bus,101,True,0,0,0,184,False
White Rock Centre/Willowbrook,3,,,TL,18705,https://translink.ca/schedules-and-maps/route/531/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=531,,531,Express,120,True,0,0,0,185,False
Metrotown Station/Suncrest,3,,,TL,6811,https://translink.ca/schedules-and-maps/route/146/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=146,,146,Regular Bus,20,True,0,0,0,186,False
Scott Road,3,FFFFFF,008522,TL,46604,https://translink.ca/schedules-and-maps/route/R6/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=R6,,R6,RapidBus,26,True,0,0,0,187,False
Coquitlam Central Station/Cedar,3,,,TL,30039,https://translink.ca/schedules-and-maps/route/173/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=173,,173,Regular Bus,58,True,0,0,0,188,False
Coquitlam Central Station/Riverside,3,,,TL,30038,https://translink.ca/schedules-and-maps/route/172/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=172,,172,Regular Bus,59,True,0,0,0,189,False
British Properties/Park Royal/Van,3,,,TL,6691,https://translink.ca/schedules-and-maps/route/254/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=254,,254,Regular Bus,127,True,0,0,0,190,False
Caulfeild/Vancouver/Park Royal,3,,,TL,6690,https://translink.ca/schedules-and-maps/route/253/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=253,,253,Regular Bus,95,True,0,0,0,191,False
Scottsdale/22nd St Station,3,,,TL,6713,https://translink.ca/schedules-and-maps/route/340/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=340,,340,Regular Bus,27,True,0,0,0,192,False
Metrotown Station/Edmonds Station,3,,,TL,6817,https://translink.ca/schedules-and-maps/route/147/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=147,,147,Regular Bus,43,True,0,0,0,193,False
Langley Centre/Walnut Grove,3,,,TL,6814,https://translink.ca/schedules-and-maps/route/562/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=562,,562,Express,82,True,0,0,0,194,False
Langley Centre/Fernridge,3,,,TL,6815,https://translink.ca/schedules-and-maps/route/563/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=563,,563,Express,64,True,0,0,0,195,False
Langley Centre/Willowbrook,3,,,TL,6816,https://translink.ca/schedules-and-maps/route/564/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=564,,564,Express,64,True,0,0,0,196,False
Ladner Ring,3,,,TL,6746,https://translink.ca/schedules-and-maps/route/608/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=608,,608,Regular Bus,33,True,0,0,0,197,False
Ladner Ring,3,,,TL,6745,https://translink.ca/schedules-and-maps/route/606/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=606,,606,Regular Bus,35,True,0,0,0,198,False
Bridgeport Station/English Bluff,3,,,TL,6744,https://translink.ca/schedules-and-maps/route/604/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=604,,604,Regular Bus,47,True,0,0,0,199,False
Tsawwassen Ferry/Bridgeport Station Exp,3,,,TL,6747,https://translink.ca/schedules-and-maps/route/620/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=620,,620,Regular Bus,12,True,0,0,0,200,False
Bridgeport Station/Tsawwassen Heights,3,,,TL,6742,https://translink.ca/schedules-and-maps/route/602/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=602,,602,Regular Bus,45,True,0,0,0,201,False
Joyce Station/29th Avenue Station,3,,,TL,6628,https://translink.ca/schedules-and-maps/route/26/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=26,,026,Regular Bus,82,True,0,0,0,202,False
Bridgeport Station/South Delta,3,,,TL,6741,https://translink.ca/schedules-and-maps/route/601/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=601,,601,Regular Bus,108,True,0,0,0,203,False
Knight,3,,,TL,6626,https://translink.ca/schedules-and-maps/route/22/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=22,,022,Regular Bus,108,True,0,0,0,204,False
208 Street,3,,,TL,12940,https://translink.ca/schedules-and-maps/route/595/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=595,,595,Express,48,True,0,0,0,205,False
Surrey Central Station/Scott Rd Station,3,,,TL,6818,https://translink.ca/schedules-and-maps/route/371/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=371,,371,Regular Bus,43,True,0,0,0,206,False
Coquitlam Central Station/Fremont,3,,,TL,30037,https://translink.ca/schedules-and-maps/route/171/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=171,,171,Regular Bus,25,True,0,0,0,207,False
Port Coquitlam Station/Port Coquitlam South,3,,,TL,30036,https://translink.ca/schedules-and-maps/route/170/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=170,,170,Regular Bus,35,True,0,0,0,208,False
Cambie,3,,,TL,6621,https://translink.ca/schedules-and-maps/route/15/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=15,,015,Regular Bus,45,True,0,0,0,209,False
Granville,3,,,TL,6620,https://translink.ca/schedules-and-maps/route/10/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=10,,010,Regular Bus,85,True,0,0,0,210,False
Oak,3,,,TL,6623,https://translink.ca/schedules-and-maps/route/17/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=17,,017,Regular Bus,70,True,0,0,0,211,False
Holdom Station/Edmonds Station,3,,,TL,33292,https://translink.ca/schedules-and-maps/route/133/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=133,,133,Regular Bus,58,True,0,0,0,212,False
152 Street,3,,,TL,7321,https://translink.ca/schedules-and-maps/route/375/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=375,,375,Regular Bus,109,True,0,0,0,213,False
Anderson Creek/Haney Place,3,,,TL,31822,https://translink.ca/schedules-and-maps/route/741/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=741,,741,Regular Bus,46,True,0,0,0,214,False
Rock Ridge/Haney Place,3,,,TL,31821,https://translink.ca/schedules-and-maps/route/733/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=733,,733,Regular Bus,42,True,0,0,0,215,False
Clayton Heights/Langley Centre,3,,,TL,31820,https://translink.ca/schedules-and-maps/route/372/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=372,,372,Regular Bus,47,True,0,0,0,216,False
River Road,3,,,TL,6748,https://translink.ca/schedules-and-maps/route/640/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=640,,640,Regular Bus,89,True,0,0,0,217,False
Lonsdale Quay/Delbrook,3,,,TL,36799,https://translink.ca/schedules-and-maps/route/249/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=249,,249,Regular Bus,47,True,0,0,0,218,False
Coast Meridian Rd,3,,,TL,22638,https://translink.ca/schedules-and-maps/route/188/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=188,,188,Regular Bus,71,True,0,0,0,219,False
Ruskin/Haney Place,3,,,TL,6805,https://translink.ca/schedules-and-maps/route/749/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=749,,749,Regular Bus,79,True,0,0,0,220,False
