service_date,collection_timestamp,api_vehicle_timestamp,vehicle_id,route_id,trip_id,direction_id,shape_id,latitude,longitude,approx_shape_dist_traveled,nearest_shape_sequence,projection_error_m
2026-05-23 00:00:00,2026-05-23 05:46:49.484537-07,2026-05-23 05:46:18-07,19026,6641,14925994,1,312529,49.263431549072266,-123.12266540527344,7.1997,118,62.7253310605237
2026-05-23 00:00:00,2026-05-23 05:46:49.484537-07,2026-05-23 05:46:23-07,23002,6641,14925995,1,312529,49.26205062866211,-123.04450225830078,1.5468,36,17.800437639184572
2026-05-23 00:00:00,2026-05-23 05:47:20.034003-07,2026-05-23 05:46:47-07,19026,6641,14925994,1,312529,49.26348114013672,-123.124267578125,7.3713,119,14.227832098354572
2026-05-23 00:00:00,2026-05-23 05:47:20.034003-07,2026-05-23 05:46:46-07,23002,6641,14925995,1,312529,49.26206588745117,-123.04518127441406,1.6017,37,14.087319869618437
2026-05-23 00:00:00,2026-05-23 05:47:50.520154-07,2026-05-23 05:47:17-07,19026,6641,14925994,1,312529,49.26353454589844,-123.12661743164062,7.5492,120,14.294104802023686
2026-05-23 00:00:00,2026-05-23 05:47:50.520154-07,2026-05-23 05:47:16-07,23002,6641,14925995,1,312529,49.26203155517578,-123.05016326904297,1.9989,42,26.258408820065537
2026-05-23 00:00:00,2026-05-23 05:48:21.171438-07,2026-05-23 05:47:47-07,19026,6641,14925994,1,312529,49.26356887817383,-123.13099670410156,7.895,122,28.547852176763126
2026-05-23 00:00:00,2026-05-23 05:48:21.171438-07,2026-05-23 05:47:55-07,23002,6641,14925995,1,312529,49.26206588745117,-123.05207061767578,2.1218,44,12.048950656810668
2026-05-23 00:00:00,2026-05-23 05:48:51.66802-07,2026-05-23 05:48:17-07,19026,6641,14925994,1,312529,49.26356887817383,-123.13478088378906,8.0662,123,77.17322871422921
2026-05-23 00:00:00,2026-05-23 05:48:51.66802-07,2026-05-23 05:48:24-07,23002,6641,14925995,1,312529,49.262168884277344,-123.0562515258789,2.4422,52,24.973262449724114
2026-05-23 00:00:00,2026-05-23 05:49:22.247081-07,2026-05-23 05:48:47-07,19026,6641,14925994,1,312529,49.2635498046875,-123.13673400878906,8.2387,124,46.817914442191515
2026-05-23 00:00:00,2026-05-23 05:49:22.247081-07,2026-05-23 05:48:54-07,23002,6641,14925995,1,312529,49.2623176574707,-123.05708312988281,2.4786,53,11.10575900686772
2026-05-23 00:00:00,2026-05-23 05:49:52.754951-07,2026-05-23 05:49:17-07,19026,6641,14925994,1,312529,49.26373291015625,-123.13978576660156,8.4695,128,41.2789631355153
2026-05-23 00:00:00,2026-05-23 05:49:52.754951-07,2026-05-23 05:49:20-07,23002,6641,14925995,1,312529,49.262298583984375,-123.05750274658203,2.5055,56,9.231306064417373
