route_id,route_short_name,route_long_name,route_type,direction_id,shape_id,route_segment_km,bunching_events,severe_events,high_events,moderate_events,avg_gap_km,median_gap_km,closest_gap_km,vehicles_involved,active_timestamps
16718,014,Hastings/UBC Exchange,Regular Bus,1,312346,4.5,5,0,0,5,0.455,0.456,0.437,2,5
6619,009,Broadway,Regular Bus,0,312285,4.0,5,0,2,3,0.334,0.35,0.172,2,5
6617,007,Nanaimo Station/Dunbar,Regular Bus,0,312261,13.0,5,1,0,4,0.337,0.342,0.052,3,5
6627,025,King Edward,Regular Bus,1,312455,16.5,5,2,0,3,0.29,0.419,0.039,3,5
6728,410,Brighouse Station/22nd St Station,Regular Bus,0,313126,4.5,5,1,2,2,0.23,0.209,0.072,3,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,Express / Regional,1,312849,9.0,5,2,1,2,0.211,0.136,0.0,2,5
6728,410,Brighouse Station/22nd St Station,Regular Bus,1,313131,18.0,5,0,2,3,0.274,0.342,0.139,2,5
6636,049,49th Avenue,Regular Bus,1,312507,20.0,5,4,1,0,0.066,0.062,0.019,1,5
6642,100,Marine Drive,Regular Bus,0,312532,6.5,5,1,2,2,0.253,0.235,0.085,2,5
6619,009,Broadway,Regular Bus,0,312285,2.0,5,0,2,3,0.276,0.342,0.171,2,5
6728,410,Brighouse Station/22nd St Station,Regular Bus,0,313126,4.0,5,0,3,2,0.265,0.194,0.103,3,5
6614,004,Powell/UBC Exchange,Regular Bus,1,312245,11.0,5,0,1,4,0.363,0.403,0.203,2,5
6614,004,Powell/UBC Exchange,Regular Bus,0,312234,3.5,5,0,3,2,0.245,0.203,0.141,1,5
6614,004,Powell/UBC Exchange,Regular Bus,0,312231,4.5,5,0,3,2,0.239,0.222,0.101,3,4
16718,014,Hastings/UBC Exchange,Regular Bus,1,312346,11.0,5,0,4,1,0.182,0.166,0.141,2,5
37807,R5,Hastings St,RapidBus,0,313454,7.0,5,0,3,2,0.276,0.175,0.172,2,5
6622,016,29th Avenue Station/Arbutus,Regular Bus,1,312384,7.0,5,0,4,1,0.217,0.172,0.164,2,5
16718,014,Hastings/UBC Exchange,Regular Bus,1,312346,5.0,5,0,0,5,0.464,0.465,0.429,2,5
16718,014,Hastings/UBC Exchange,Regular Bus,1,312346,2.0,5,0,2,3,0.322,0.341,0.234,1,5
6627,025,King Edward,Regular Bus,0,312450,11.5,5,0,0,5,0.391,0.411,0.264,1,5
6627,025,King Edward,Regular Bus,0,312450,19.0,5,1,0,4,0.298,0.333,0.06,2,5
6624,019,Kingsway,Regular Bus,1,312413,1.0,5,3,1,1,0.154,0.086,0.059,2,5
6622,016,29th Avenue Station/Arbutus,Regular Bus,1,312384,14.5,5,1,3,1,0.221,0.157,0.1,3,5
6614,004,Powell/UBC Exchange,Regular Bus,1,312245,1.0,5,0,2,3,0.305,0.333,0.192,2,4
16718,014,Hastings/UBC Exchange,Regular Bus,1,312346,1.0,5,0,0,5,0.386,0.386,0.386,2,5
6728,410,Brighouse Station/22nd St Station,Regular Bus,0,313126,19.5,5,2,3,0,0.092,0.117,0.033,1,5
6642,100,Marine Drive,Regular Bus,1,312538,8.5,5,0,0,5,0.35,0.354,0.282,2,5
16718,014,Hastings/UBC Exchange,Regular Bus,1,312346,2.5,5,1,1,3,0.284,0.351,0.082,2,5
6625,020,Victoria,Regular Bus,1,312428,3.0,5,0,3,2,0.218,0.172,0.172,1,5
6705,321,King George Blvd,Regular Bus,0,312945,14.5,5,2,3,0,0.154,0.17,0.031,4,5
6642,100,Marine Drive,Regular Bus,0,312532,1.0,5,0,0,5,0.332,0.325,0.275,2,5
6642,100,Marine Drive,Regular Bus,1,312538,10.5,5,1,1,3,0.282,0.417,0.001,2,5
6614,004,Powell/UBC Exchange,Regular Bus,0,312231,5.5,5,0,3,2,0.202,0.148,0.141,3,3
6627,025,King Edward,Regular Bus,1,312455,5.0,4,0,3,1,0.242,0.229,0.184,2,4
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,0,312666,22.0,4,0,1,3,0.371,0.451,0.115,3,4
6614,004,Powell/UBC Exchange,Regular Bus,0,312231,2.5,4,1,2,1,0.15,0.127,0.048,2,4
6705,321,King George Blvd,Regular Bus,0,312945,16.0,4,1,1,2,0.221,0.237,0.048,1,4
6728,410,Brighouse Station/22nd St Station,Regular Bus,0,313126,18.0,4,2,0,2,0.182,0.17,0.049,1,4
6705,321,King George Blvd,Regular Bus,0,312945,22.0,4,1,3,0,0.088,0.114,0.008,3,4
6728,410,Brighouse Station/22nd St Station,Regular Bus,0,313126,5.0,4,0,1,3,0.311,0.341,0.137,1,4
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,0,314717,13.0,4,1,1,2,0.209,0.202,0.014,3,4
6636,049,49th Avenue,Regular Bus,0,312498,19.5,4,0,1,3,0.316,0.328,0.139,3,4
6627,025,King Edward,Regular Bus,1,312455,4.0,4,1,0,3,0.368,0.466,0.065,2,4
6636,049,49th Avenue,Regular Bus,0,312498,6.5,4,0,1,3,0.295,0.305,0.158,2,4
6636,049,49th Avenue,Regular Bus,1,312507,9.5,4,1,0,3,0.292,0.351,0.072,1,4
6636,049,49th Avenue,Regular Bus,0,312498,12.5,4,2,1,1,0.169,0.149,0.0,3,4
6636,049,49th Avenue,Regular Bus,0,312498,13.5,4,0,0,4,0.302,0.277,0.25,3,4
6622,016,29th Avenue Station/Arbutus,Regular Bus,0,312366,13.0,4,0,1,3,0.379,0.407,0.217,1,4
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,0,314717,16.5,4,2,0,2,0.164,0.157,0.018,2,4
6627,025,King Edward,Regular Bus,0,312450,22.0,4,1,2,1,0.212,0.182,0.047,3,4
6627,025,King Edward,Regular Bus,1,312455,18.5,4,1,1,2,0.24,0.24,0.091,3,4
6619,009,Broadway,Regular Bus,0,312285,1.0,4,0,0,4,0.373,0.396,0.297,1,4
6614,004,Powell/UBC Exchange,Regular Bus,0,312234,5.5,4,0,0,4,0.374,0.378,0.315,1,4
6705,321,King George Blvd,Regular Bus,0,312945,17.0,4,0,1,3,0.332,0.381,0.186,2,4
16718,014,Hastings/UBC Exchange,Regular Bus,0,312332,9.5,4,1,1,2,0.175,0.216,0.005,2,4
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,0,314717,9.0,4,3,0,1,0.121,0.057,0.027,2,4
6617,007,Nanaimo Station/Dunbar,Regular Bus,1,312273,6.5,4,0,0,4,0.398,0.425,0.283,1,4
6627,025,King Edward,Regular Bus,0,312450,18.0,4,1,0,3,0.328,0.405,0.022,2,4
6614,004,Powell/UBC Exchange,Regular Bus,0,312231,15.0,4,0,2,2,0.279,0.29,0.167,2,4
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,1,312991,11.5,4,1,0,3,0.279,0.359,0.037,2,4
6617,007,Nanaimo Station/Dunbar,Regular Bus,0,312261,12.5,4,2,1,1,0.143,0.086,0.0,3,4
6622,016,29th Avenue Station/Arbutus,Regular Bus,0,312365,5.0,4,0,3,1,0.243,0.21,0.113,2,4
6627,025,King Edward,Regular Bus,0,312450,21.0,4,2,0,2,0.258,0.277,0.008,3,4
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,0,314717,15.0,4,0,0,4,0.378,0.401,0.311,2,4
37807,R5,Hastings St,RapidBus,1,313460,16.5,4,1,3,0,0.147,0.168,0.067,2,4
6614,004,Powell/UBC Exchange,Regular Bus,1,312245,12.5,4,0,2,2,0.338,0.338,0.221,2,3
6728,410,Brighouse Station/22nd St Station,Regular Bus,0,313126,3.5,4,0,0,4,0.421,0.421,0.421,3,4
6642,100,Marine Drive,Regular Bus,0,312532,8.0,4,1,0,3,0.239,0.284,0.055,3,4
16718,014,Hastings/UBC Exchange,Regular Bus,1,312346,12.5,4,0,1,3,0.327,0.361,0.148,3,4
6614,004,Powell/UBC Exchange,Regular Bus,1,312245,13.5,4,0,1,3,0.312,0.314,0.219,3,4
6642,100,Marine Drive,Regular Bus,0,312532,13.0,4,0,0,4,0.285,0.277,0.26,2,3
16718,014,Hastings/UBC Exchange,Regular Bus,0,312332,3.5,4,0,1,3,0.312,0.337,0.127,3,4
6627,025,King Edward,Regular Bus,0,312450,20.5,4,1,1,2,0.267,0.31,0.071,2,4
37807,R5,Hastings St,RapidBus,1,313460,15.5,4,1,1,2,0.22,0.218,0.016,2,4
6619,009,Broadway,Regular Bus,0,312285,3.0,4,0,1,3,0.313,0.331,0.231,2,4
6617,007,Nanaimo Station/Dunbar,Regular Bus,0,312261,4.0,4,0,2,2,0.219,0.221,0.138,2,3
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,0,314717,9.5,4,0,3,1,0.261,0.2,0.2,2,4
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,1,312991,3.0,4,0,0,4,0.316,0.316,0.311,1,4
6705,321,King George Blvd,Regular Bus,0,312945,14.0,4,0,1,3,0.31,0.266,0.221,3,4
6728,410,Brighouse Station/22nd St Station,Regular Bus,1,313131,3.0,4,0,1,3,0.277,0.31,0.114,1,4
6641,099,Broadway B-Line,B-Line,1,312530,12.5,4,1,0,3,0.316,0.37,0.081,4,4
6636,049,49th Avenue,Regular Bus,0,312498,8.0,4,1,1,2,0.21,0.242,0.028,2,4
6636,049,49th Avenue,Regular Bus,0,312498,7.0,4,0,2,2,0.303,0.307,0.141,2,4
6627,025,King Edward,Regular Bus,0,312450,12.5,4,2,0,2,0.231,0.196,0.044,1,4
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,0,314717,17.0,4,3,0,1,0.12,0.029,0.012,2,4
6705,321,King George Blvd,Regular Bus,0,312945,13.5,4,3,0,1,0.164,0.066,0.047,2,4
6627,025,King Edward,Regular Bus,0,312450,13.5,4,0,0,4,0.269,0.267,0.255,1,4
6642,100,Marine Drive,Regular Bus,0,312532,13.5,4,0,3,1,0.248,0.239,0.194,2,3
6619,009,Broadway,Regular Bus,0,312285,10.5,4,0,2,2,0.272,0.242,0.183,3,4
6641,099,Broadway B-Line,B-Line,0,312527,3.5,4,0,3,1,0.275,0.225,0.212,2,4
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,0,314717,8.0,4,2,0,2,0.232,0.207,0.047,2,4
16718,014,Hastings/UBC Exchange,Regular Bus,1,312346,3.0,4,0,0,4,0.379,0.379,0.271,2,4
16718,014,Hastings/UBC Exchange,Regular Bus,1,312346,17.0,4,0,1,3,0.269,0.282,0.141,2,4
6627,025,King Edward,Regular Bus,1,312455,20.0,4,0,1,3,0.386,0.441,0.222,3,4
6636,049,49th Avenue,Regular Bus,0,312498,9.5,4,2,0,2,0.168,0.153,0.051,2,4
6614,004,Powell/UBC Exchange,Regular Bus,0,312231,4.0,4,0,2,2,0.306,0.281,0.181,2,3
6728,410,Brighouse Station/22nd St Station,Regular Bus,1,313131,5.0,4,2,2,0,0.13,0.133,0.042,3,4
6622,016,29th Avenue Station/Arbutus,Regular Bus,1,312384,1.0,4,0,1,3,0.347,0.369,0.227,2,4
37807,R5,Hastings St,RapidBus,1,313460,11.0,4,2,0,2,0.221,0.173,0.05,2,4
6619,009,Broadway,Regular Bus,0,312285,8.0,4,1,3,0,0.128,0.14,0.086,1,4
6614,004,Powell/UBC Exchange,Regular Bus,1,312245,2.5,4,1,1,2,0.232,0.269,0.018,2,3
16718,014,Hastings/UBC Exchange,Regular Bus,1,312348,3.0,4,2,1,1,0.153,0.131,0.025,2,4
6624,019,Kingsway,Regular Bus,1,312414,1.5,4,0,2,2,0.265,0.244,0.12,2,4
6624,019,Kingsway,Regular Bus,0,312403,1.5,4,1,2,1,0.15,0.145,0.034,2,4
6617,007,Nanaimo Station/Dunbar,Regular Bus,1,312273,12.5,4,0,3,1,0.215,0.173,0.172,1,4
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,0,312666,21.0,4,0,1,3,0.393,0.441,0.248,3,4
6627,025,King Edward,Regular Bus,0,312450,19.5,4,1,1,2,0.264,0.252,0.06,2,4
6687,250,Horseshoe Bay/Dundarave/Vancouver,Express / Regional,0,312836,8.5,4,0,0,4,0.47,0.488,0.418,3,4
6619,009,Broadway,Regular Bus,0,312285,3.5,4,0,0,4,0.344,0.344,0.343,1,4
16718,014,Hastings/UBC Exchange,Regular Bus,1,312348,2.0,4,3,0,1,0.119,0.076,0.008,3,4
16718,014,Hastings/UBC Exchange,Regular Bus,1,312346,5.5,3,0,0,3,0.424,0.424,0.424,2,3
6636,049,49th Avenue,Regular Bus,0,312498,9.0,3,0,3,0,0.169,0.185,0.102,1,3
6738,502,Fraser Hwy,Express / Regional,0,317228,7.0,3,0,2,1,0.207,0.162,0.129,1,3
6728,410,Brighouse Station/22nd St Station,Regular Bus,1,313131,3.5,3,0,0,3,0.41,0.387,0.354,1,3
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,1,312991,13.5,3,0,1,2,0.317,0.383,0.168,1,3
6642,100,Marine Drive,Regular Bus,1,312538,7.5,3,0,2,1,0.237,0.211,0.211,2,3
6705,321,King George Blvd,Regular Bus,1,312952,17.5,3,0,1,2,0.28,0.285,0.112,2,3
6705,321,King George Blvd,Regular Bus,1,312952,15.5,3,3,0,0,0.028,0.035,0.014,2,3
6627,025,King Edward,Regular Bus,1,312455,3.5,3,0,0,3,0.34,0.278,0.278,1,3
6622,016,29th Avenue Station/Arbutus,Regular Bus,0,312366,14.0,3,1,1,1,0.187,0.198,0.082,1,3
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,0,314717,12.5,3,1,1,1,0.184,0.105,0.1,2,3
6728,410,Brighouse Station/22nd St Station,Regular Bus,1,313131,6.0,3,0,2,1,0.2,0.157,0.103,2,3
16718,014,Hastings/UBC Exchange,Regular Bus,0,312332,2.5,3,1,2,0,0.136,0.114,0.075,1,3
23384,503,Fraser Hwy Express,Express / Regional,0,313171,14.5,3,0,2,1,0.174,0.116,0.116,1,3
6636,049,49th Avenue,Regular Bus,0,312498,7.5,3,0,1,2,0.282,0.323,0.147,2,3
6642,100,Marine Drive,Regular Bus,0,312532,9.5,3,1,0,2,0.235,0.315,0.073,2,3
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,0,312666,4.5,3,0,1,2,0.241,0.307,0.11,1,3
6642,100,Marine Drive,Regular Bus,0,312532,10.5,3,0,1,2,0.322,0.315,0.209,1,3
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,0,314717,16.0,3,0,0,3,0.391,0.417,0.262,2,3
6728,410,Brighouse Station/22nd St Station,Regular Bus,1,313131,16.5,3,2,1,0,0.128,0.096,0.065,1,3
6619,009,Broadway,Regular Bus,0,312285,8.5,3,2,1,0,0.061,0.012,0.011,1,3
6614,004,Powell/UBC Exchange,Regular Bus,1,312245,3.5,3,0,3,0,0.174,0.174,0.174,2,3
6624,019,Kingsway,Regular Bus,1,312414,5.0,3,1,0,2,0.211,0.299,0.0,2,3
6627,025,King Edward,Regular Bus,1,312455,13.0,3,0,0,3,0.332,0.326,0.326,1,3
16718,014,Hastings/UBC Exchange,Regular Bus,1,312346,16.5,3,1,0,2,0.338,0.49,0.035,3,3
6687,250,Horseshoe Bay/Dundarave/Vancouver,Express / Regional,1,312849,6.5,3,0,0,3,0.368,0.34,0.311,3,3
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,0,314717,4.0,3,0,0,3,0.282,0.284,0.277,1,3
6642,100,Marine Drive,Regular Bus,1,312538,9.0,3,1,0,2,0.327,0.459,0.056,1,3
6627,025,King Edward,Regular Bus,1,312455,15.0,3,0,1,2,0.306,0.306,0.154,2,3
6619,009,Broadway,Regular Bus,1,312305,5.5,3,0,0,3,0.321,0.335,0.291,1,3
37810,R4,41st Avenue,RapidBus,1,313453,12.5,3,3,0,0,0.009,0.0,0.0,3,3
6642,100,Marine Drive,Regular Bus,0,312532,1.5,3,0,1,2,0.325,0.415,0.133,2,3
6687,250,Horseshoe Bay/Dundarave/Vancouver,Express / Regional,1,312851,16.0,3,0,0,3,0.396,0.385,0.368,2,3
37807,R5,Hastings St,RapidBus,1,313460,7.5,3,0,0,3,0.4,0.401,0.3,1,3
6705,321,King George Blvd,Regular Bus,1,312952,6.0,3,0,1,2,0.375,0.409,0.231,1,3
16718,014,Hastings/UBC Exchange,Regular Bus,1,312346,14.0,3,0,2,1,0.253,0.223,0.212,2,3
6705,321,King George Blvd,Regular Bus,0,312945,13.0,3,2,0,1,0.212,0.099,0.067,3,3
6622,016,29th Avenue Station/Arbutus,Regular Bus,1,312384,15.0,3,0,0,3,0.309,0.311,0.282,2,3
6625,020,Victoria,Regular Bus,1,312427,5.0,3,0,0,3,0.456,0.484,0.398,1,3
6636,049,49th Avenue,Regular Bus,1,312507,19.5,3,3,0,0,0.041,0.032,0.018,1,3
6627,025,King Edward,Regular Bus,0,312450,5.0,3,0,1,2,0.283,0.264,0.223,1,3
6728,410,Brighouse Station/22nd St Station,Regular Bus,0,313126,5.5,3,1,0,2,0.305,0.457,0.0,1,3
6641,099,Broadway B-Line,B-Line,1,312530,2.5,3,0,1,2,0.339,0.39,0.151,3,3
6625,020,Victoria,Regular Bus,0,312419,4.5,3,0,1,2,0.34,0.331,0.209,1,3
37807,R5,Hastings St,RapidBus,1,313460,17.0,3,2,1,0,0.07,0.054,0.054,2,3
6728,410,Brighouse Station/22nd St Station,Regular Bus,1,313131,4.0,3,1,0,2,0.293,0.341,0.066,2,3
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,0,312666,20.0,3,0,0,3,0.264,0.254,0.254,1,3
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,0,314717,10.5,3,1,1,1,0.188,0.134,0.092,1,3
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,1,312991,15.5,3,0,0,3,0.408,0.413,0.397,2,3
6642,100,Marine Drive,Regular Bus,1,312538,6.5,3,0,0,3,0.421,0.46,0.333,2,3
6641,099,Broadway B-Line,B-Line,1,312530,10.0,3,0,2,1,0.298,0.224,0.224,3,3
6624,019,Kingsway,Regular Bus,0,312397,4.5,3,0,0,3,0.39,0.4,0.356,1,3
6627,025,King Edward,Regular Bus,1,312455,8.5,3,0,0,3,0.299,0.301,0.291,1,3
6627,025,King Edward,Regular Bus,1,312455,19.0,3,0,1,2,0.338,0.442,0.131,2,3
6627,025,King Edward,Regular Bus,0,312450,6.0,3,0,0,3,0.421,0.447,0.32,1,3
6627,025,King Edward,Regular Bus,0,312450,14.0,3,0,0,3,0.414,0.418,0.344,1,3
6627,025,King Edward,Regular Bus,1,312455,11.5,3,0,1,2,0.329,0.342,0.241,3,3
6636,049,49th Avenue,Regular Bus,0,312498,10.5,3,0,1,2,0.254,0.258,0.16,2,3
6619,009,Broadway,Regular Bus,0,312285,9.5,3,0,2,1,0.251,0.191,0.123,1,3
6642,100,Marine Drive,Regular Bus,0,312532,7.5,3,0,1,2,0.268,0.253,0.108,2,3
6624,019,Kingsway,Regular Bus,0,312397,5.0,3,0,3,0,0.189,0.211,0.145,1,3
6728,410,Brighouse Station/22nd St Station,Regular Bus,0,313126,18.5,3,1,1,1,0.22,0.193,0.099,2,3
37807,R5,Hastings St,RapidBus,0,313454,8.0,3,0,3,0,0.202,0.202,0.202,2,3
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,1,312991,10.5,3,2,0,1,0.164,0.097,0.036,1,3
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,0,314717,11.0,3,3,0,0,0.052,0.055,0.048,1,3
6642,100,Marine Drive,Regular Bus,0,312532,12.5,3,1,0,2,0.228,0.264,0.078,2,3
6642,100,Marine Drive,Regular Bus,0,312532,11.5,3,0,0,3,0.358,0.344,0.321,1,3
6636,049,49th Avenue,Regular Bus,1,312507,8.5,3,0,1,2,0.259,0.333,0.109,1,3
6627,025,King Edward,Regular Bus,0,312450,20.0,3,0,0,3,0.37,0.401,0.257,2,3
6738,502,Fraser Hwy,Express / Regional,0,317228,13.5,3,0,0,3,0.368,0.351,0.279,1,3
37810,R4,41st Avenue,RapidBus,1,313453,15.5,3,1,1,1,0.215,0.24,0.074,3,3
6738,502,Fraser Hwy,Express / Regional,0,317228,9.0,3,0,1,2,0.29,0.316,0.108,1,3
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,1,312669,6.5,3,1,1,1,0.187,0.216,0.029,2,3
6705,321,King George Blvd,Regular Bus,1,312952,19.5,3,0,0,3,0.359,0.379,0.292,2,3
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,1,312669,23.5,3,0,2,1,0.265,0.205,0.184,2,3
6614,004,Powell/UBC Exchange,Regular Bus,0,312234,8.5,3,0,0,3,0.409,0.444,0.34,1,3
6619,009,Broadway,Regular Bus,1,312305,6.5,3,0,0,3,0.313,0.313,0.313,1,3
6619,009,Broadway,Regular Bus,0,312285,7.0,3,0,1,2,0.235,0.282,0.142,1,3
6614,004,Powell/UBC Exchange,Regular Bus,0,312231,3.0,3,0,2,1,0.285,0.222,0.222,2,2
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,1,312669,20.5,3,0,0,3,0.414,0.431,0.334,1,3
6627,025,King Edward,Regular Bus,1,312455,21.5,3,0,0,3,0.375,0.317,0.317,2,3
6636,049,49th Avenue,Regular Bus,1,312507,9.0,3,0,0,3,0.36,0.342,0.324,2,3
6641,099,Broadway B-Line,B-Line,1,312530,8.0,3,0,2,1,0.258,0.148,0.139,2,3
6625,020,Victoria,Regular Bus,1,312428,7.0,3,0,1,2,0.338,0.429,0.151,1,3
6619,009,Broadway,Regular Bus,0,312285,10.0,3,1,1,1,0.211,0.199,0.055,1,3
6627,025,King Edward,Regular Bus,1,312455,19.5,3,1,0,2,0.296,0.444,0.001,2,3
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,0,314717,6.0,3,0,2,1,0.17,0.106,0.101,1,3
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,0,312666,17.0,3,0,2,1,0.227,0.197,0.139,1,3
6705,321,King George Blvd,Regular Bus,1,312952,20.5,3,3,0,0,0.038,0.025,0.016,2,3
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,0,314717,8.5,3,0,2,1,0.213,0.117,0.106,2,3
6728,410,Brighouse Station/22nd St Station,Regular Bus,1,313131,5.5,3,0,1,2,0.316,0.39,0.169,2,3
16718,014,Hastings/UBC Exchange,Regular Bus,1,312348,0.5,3,0,2,1,0.234,0.182,0.182,1,3
6622,016,29th Avenue Station/Arbutus,Regular Bus,0,312366,17.0,3,0,0,3,0.411,0.409,0.409,1,3
6636,049,49th Avenue,Regular Bus,0,312498,10.0,3,1,1,1,0.157,0.117,0.051,2,3
6622,016,29th Avenue Station/Arbutus,Regular Bus,0,312366,17.5,3,0,2,1,0.212,0.11,0.11,1,3
6738,502,Fraser Hwy,Express / Regional,0,317228,13.0,3,0,1,2,0.37,0.484,0.138,1,3
37810,R4,41st Avenue,RapidBus,0,313452,4.0,3,0,1,2,0.348,0.306,0.25,3,3
37807,R5,Hastings St,RapidBus,1,313460,15.0,3,0,0,3,0.331,0.336,0.314,2,3
37807,R5,Hastings St,RapidBus,0,313454,8.5,3,0,3,0,0.202,0.202,0.202,1,3
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,1,312669,24.0,2,0,1,1,0.328,0.328,0.227,1,2
16718,014,Hastings/UBC Exchange,Regular Bus,0,312332,17.5,2,0,2,0,0.193,0.193,0.193,2,2
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,0,314717,13.5,2,0,2,0,0.194,0.194,0.194,2,2
16718,014,Hastings/UBC Exchange,Regular Bus,1,312348,1.0,2,0,2,0,0.165,0.165,0.164,1,2
6705,321,King George Blvd,Regular Bus,1,312952,16.0,2,0,1,1,0.246,0.246,0.106,1,2
6622,016,29th Avenue Station/Arbutus,Regular Bus,0,312366,16.5,2,0,1,1,0.263,0.263,0.103,1,2
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,0,312666,16.5,2,0,0,2,0.279,0.279,0.251,1,2
6642,100,Marine Drive,Regular Bus,1,312538,11.5,2,0,2,0,0.196,0.196,0.196,1,2
6728,410,Brighouse Station/22nd St Station,Regular Bus,0,313126,8.0,2,1,0,1,0.206,0.206,0.085,1,2
6687,250,Horseshoe Bay/Dundarave/Vancouver,Express / Regional,1,312849,9.5,2,0,1,1,0.313,0.313,0.237,1,2
6642,100,Marine Drive,Regular Bus,0,312532,10.0,2,0,0,2,0.363,0.363,0.341,2,2
6642,100,Marine Drive,Regular Bus,1,312538,8.0,2,1,1,0,0.12,0.12,0.078,1,2
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,1,312669,21.0,2,0,0,2,0.392,0.392,0.367,1,2
6622,016,29th Avenue Station/Arbutus,Regular Bus,0,312365,8.0,2,1,0,1,0.14,0.14,0.025,2,2
6728,410,Brighouse Station/22nd St Station,Regular Bus,1,313131,2.5,2,0,0,2,0.325,0.325,0.317,1,2
6728,410,Brighouse Station/22nd St Station,Regular Bus,1,313131,6.5,2,0,1,1,0.268,0.268,0.227,1,2
6624,019,Kingsway,Regular Bus,0,312405,3.5,2,0,0,2,0.449,0.449,0.443,1,2
37807,R5,Hastings St,RapidBus,1,313460,14.0,2,0,0,2,0.484,0.484,0.48,1,2
6636,049,49th Avenue,Regular Bus,1,312507,20.5,2,2,0,0,0.035,0.035,0.0,2,2
6738,502,Fraser Hwy,Express / Regional,0,317228,6.0,2,0,0,2,0.363,0.363,0.344,2,2
6624,019,Kingsway,Regular Bus,0,312397,4.0,2,0,0,2,0.375,0.375,0.348,1,2
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,0,312666,14.0,2,0,1,1,0.223,0.223,0.143,1,2
6619,009,Broadway,Regular Bus,0,312285,9.0,2,2,0,0,0.023,0.023,0.02,2,2
6614,004,Powell/UBC Exchange,Regular Bus,0,312231,3.5,2,0,0,2,0.429,0.429,0.364,1,2
16718,014,Hastings/UBC Exchange,Regular Bus,0,312332,5.0,2,0,1,1,0.313,0.313,0.148,2,2
6619,009,Broadway,Regular Bus,0,312285,7.5,2,0,2,0,0.21,0.21,0.195,1,2
6641,099,Broadway B-Line,B-Line,0,312527,1.0,2,0,0,2,0.305,0.305,0.27,1,2
6738,502,Fraser Hwy,Express / Regional,0,317228,3.0,2,0,1,1,0.33,0.33,0.219,1,2
6728,410,Brighouse Station/22nd St Station,Regular Bus,1,313131,16.0,2,1,0,1,0.197,0.197,0.0,1,2
6636,049,49th Avenue,Regular Bus,1,312507,18.5,2,0,0,2,0.375,0.375,0.371,1,2
16718,014,Hastings/UBC Exchange,Regular Bus,0,312332,3.0,2,0,2,0,0.219,0.219,0.213,1,2
6728,410,Brighouse Station/22nd St Station,Regular Bus,0,313126,6.0,2,0,0,2,0.36,0.36,0.36,1,2
6614,004,Powell/UBC Exchange,Regular Bus,0,312234,2.0,2,0,0,2,0.363,0.363,0.363,1,2
6642,100,Marine Drive,Regular Bus,0,312532,11.0,2,0,1,1,0.193,0.193,0.123,2,2
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,0,314717,10.0,2,0,2,0,0.168,0.168,0.168,2,2
37810,R4,41st Avenue,RapidBus,1,313453,14.0,2,0,1,1,0.325,0.325,0.157,2,2
6614,004,Powell/UBC Exchange,Regular Bus,1,312245,15.0,2,2,0,0,0.092,0.092,0.09,2,2
6687,250,Horseshoe Bay/Dundarave/Vancouver,Express / Regional,1,312849,1.0,2,0,0,2,0.414,0.414,0.383,1,2
6614,004,Powell/UBC Exchange,Regular Bus,1,312238,1.5,2,0,0,2,0.492,0.492,0.492,1,2
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,1,312669,8.0,2,0,0,2,0.29,0.29,0.272,1,2
